Date,Country,City,Specie,count,min,max,median,variance
21/06/2020,VN,Hai Phong,humidity,7,80.5,98.3,90.6,365.02
01/08/2020,VN,Hai Phong,humidity,8,70.8,96.5,85.7,874.28
26/09/2020,VN,Hai Phong,humidity,8,83.5,94.8,92.7,189.8
28/10/2020,VN,Hai Phong,humidity,8,71.6,93.5,90.1,781.33
03/11/2020,VN,Hai Phong,humidity,8,75.1,98.8,81.5,571.04
24/12/2020,VN,Hai Phong,humidity,8,82.8,100,87,454.99
18/01/2021,VN,Hai Phong,humidity,8,54.6,90,80.7,1291.44
10/06/2020,VN,Hai Phong,humidity,8,76.3,94.9,88.4,571.11
11/07/2020,VN,Hai Phong,humidity,6,74.3,90.6,79.9,375.9
03/09/2020,VN,Hai Phong,humidity,7,60.3,88.5,79.7,1220.46
05/09/2020,VN,Hai Phong,humidity,7,68.2,92.1,84,927.78
13/09/2020,VN,Hai Phong,humidity,7,85,97.1,92.1,155.18
10/10/2020,VN,Hai Phong,humidity,8,67.2,87.1,76.3,664.31
02/11/2020,VN,Hai Phong,humidity,8,77.1,96.4,88.5,459.33
09/04/2020,VN,Hai Phong,humidity,8,73.3,96.9,87.8,632.31
18/04/2020,VN,Hai Phong,humidity,7,81.9,95.3,92.5,230.6
04/07/2020,VN,Hai Phong,humidity,8,82.1,93.2,87.5,190.65
04/10/2020,VN,Hai Phong,humidity,8,83,100,93.2,273.29
21/03/2020,VN,Hai Phong,humidity,7,82.7,100,98.2,397.35
16/04/2020,VN,Hai Phong,humidity,8,85.4,98.2,92.3,178.21
06/10/2020,VN,Hai Phong,humidity,8,73.7,95.3,81.6,676.34
07/11/2020,VN,Hai Phong,humidity,8,68.3,93.4,75.8,909.42
21/11/2020,VN,Hai Phong,humidity,8,79.8,98.8,97,551.08
04/01/2021,VN,Hai Phong,humidity,8,62.8,85.5,80.1,637.97
18/03/2020,VN,Hai Phong,humidity,8,97,98.8,97.6,6.23
16/06/2020,VN,Hai Phong,humidity,8,78.8,92.6,88.9,265.02
10/08/2020,VN,Hai Phong,humidity,8,79.1,93.8,88,284.46
12/09/2020,VN,Hai Phong,humidity,7,77.7,98.8,93.8,480.98
16/01/2021,VN,Hai Phong,humidity,8,77.8,91.4,83.7,236.19
29/02/2020,VN,Hai Phong,humidity,8,72.5,98.8,90.7,1094.88
31/10/2020,VN,Hai Phong,humidity,8,80.1,100,92.4,634.23
15/11/2020,VN,Hai Phong,humidity,8,83.9,100,97.5,333.34
19/01/2021,VN,Hai Phong,humidity,7,55.2,93.7,90.7,1811.58
17/10/2020,VN,Hai Phong,humidity,8,66.7,83.5,77.4,228.76
23/03/2020,VN,Hai Phong,humidity,8,79.8,96.4,89.1,389.07
13/04/2020,VN,Hai Phong,humidity,8,79.3,98.7,89,517.19
22/04/2020,VN,Hai Phong,humidity,7,85.4,96.5,90.1,157.29
28/07/2020,VN,Hai Phong,humidity,8,68.6,98.2,82.1,952.71
23/08/2020,VN,Hai Phong,humidity,8,73.3,93.2,85.8,653.54
01/10/2020,VN,Hai Phong,humidity,8,91.5,98.2,93.1,53.54
30/11/2020,VN,Hai Phong,humidity,8,58.7,83.6,79.2,800.16
26/02/2020,VN,Hai Phong,humidity,7,66.7,98.8,92.3,1530.35
26/06/2020,VN,Hai Phong,humidity,56,37,92.1,66,2909.13
30/07/2020,VN,Hai Phong,humidity,7,63.3,93.8,88.4,1352.92
01/12/2020,VN,Hai Phong,humidity,8,63.5,84.4,80,452.22
17/06/2020,VN,Hai Phong,humidity,7,79.8,88.4,87.3,160.95
20/07/2020,VN,Hai Phong,humidity,8,78.1,92.2,90.6,383.68
23/07/2020,VN,Hai Phong,humidity,8,66.8,91,83.9,1129.61
28/09/2020,VN,Hai Phong,humidity,8,80.2,98.8,91.5,520.05
13/12/2020,VN,Hai Phong,humidity,7,82.5,97.5,96.4,339.43
06/03/2020,VN,Hai Phong,humidity,8,86.3,100,96.9,300.96
28/08/2020,VN,Hai Phong,humidity,8,71.7,94.9,90.1,808.11
22/07/2020,VN,Hai Phong,humidity,8,67.8,94.3,81.9,990.94
15/06/2020,VN,Hai Phong,humidity,7,92.1,100,100,141.15
18/07/2020,VN,Hai Phong,humidity,8,68.5,91.1,89,935.14
25/07/2020,VN,Hai Phong,humidity,8,69.1,93.2,85,1027.88
26/10/2020,VN,Hai Phong,humidity,8,88.5,98.2,90.6,198.46
10/04/2020,VN,Hai Phong,humidity,8,80.1,98.2,90.6,358.31
07/08/2020,VN,Hai Phong,humidity,7,77.4,94.8,91,356.88
18/09/2020,VN,Hai Phong,humidity,7,70.8,98.2,85,1287.89
05/06/2020,VN,Hai Phong,humidity,7,68.1,91.1,86.9,904.59
12/04/2020,VN,Hai Phong,humidity,6,78.6,94.7,85.2,393.5
06/07/2020,VN,Hai Phong,humidity,7,78.1,91.1,88.4,343.36
25/08/2020,VN,Hai Phong,humidity,7,75.5,92.6,84.3,451.01
27/08/2020,VN,Hai Phong,humidity,8,70,96.6,88.5,1418.64
29/10/2020,VN,Hai Phong,humidity,8,85.8,97.6,87.9,220.21
16/11/2020,VN,Hai Phong,humidity,8,98.2,100,98.8,6.94
20/12/2020,VN,Hai Phong,humidity,8,57.5,81.9,67,609.33
06/04/2020,VN,Hai Phong,humidity,8,93.3,100,97.5,46.42
29/12/2020,VN,Hai Phong,humidity,8,77.7,98.8,93.4,713.86
11/08/2020,VN,Hai Phong,humidity,8,77.2,98.2,88.5,564.53
12/08/2020,VN,Hai Phong,humidity,8,76.6,92.2,83.8,298.18
22/09/2020,VN,Hai Phong,humidity,6,92.6,97.1,94.9,25.55
11/11/2020,VN,Hai Phong,humidity,8,62.4,75.9,65.8,240.65
07/03/2020,VN,Hai Phong,humidity,8,90.7,100,98.2,113.28
25/03/2020,VN,Hai Phong,humidity,8,91.4,97,94.7,51.25
02/08/2020,VN,Hai Phong,humidity,8,95.3,100,98.2,19.89
29/11/2020,VN,Hai Phong,humidity,8,71.8,87.9,82.2,375.66
22/03/2020,VN,Hai Phong,humidity,8,91.9,98.8,96.4,63.03
31/08/2020,VN,Hai Phong,humidity,8,63.9,94.3,81.6,1127.74
10/12/2020,VN,Hai Phong,humidity,8,61.8,90.8,81.1,941.71
03/01/2021,VN,Hai Phong,humidity,8,79.7,91.2,83.3,114.67
11/01/2021,VN,Hai Phong,humidity,8,43.6,83.8,47.3,2986.54
03/04/2020,VN,Hai Phong,humidity,8,91.4,100,94.1,94.99
16/07/2020,VN,Hai Phong,humidity,7,72,92.1,86.4,650.99
04/08/2020,VN,Hai Phong,humidity,8,97.1,100,98.2,11.84
08/09/2020,VN,Hai Phong,humidity,8,87.4,97.7,91.5,139.68
15/07/2020,VN,Hai Phong,humidity,8,70.5,94.9,85,935.46
22/06/2020,VN,Hai Phong,humidity,8,72.4,93.8,85.5,843.08
07/01/2021,VN,Hai Phong,humidity,8,89.1,100,91.2,174.6
24/03/2020,VN,Hai Phong,humidity,7,75.7,98.2,90.7,916.26
18/11/2020,VN,Hai Phong,humidity,8,86.7,100,97,226.33
02/03/2020,VN,Hai Phong,humidity,4,90.1,98.2,92.3,117.5
07/10/2020,VN,Hai Phong,humidity,8,70.7,96.4,78.8,980.05
09/10/2020,VN,Hai Phong,humidity,8,66.2,92.3,79.2,713.6
30/08/2020,VN,Hai Phong,humidity,7,75,97.1,85.9,840.62
03/08/2020,VN,Hai Phong,humidity,8,94.8,98.8,98.2,30.28
21/09/2020,VN,Hai Phong,humidity,7,81,98.2,94.8,416.07
15/03/2020,VN,Hai Phong,humidity,8,88.3,97.5,91.1,157.06
26/06/2020,VN,Ha Long,so2,42,20,28,22,142.83
27/06/2020,VN,Ha Long,so2,11,20,20,20,0
26/02/2020,VN,Ha Long,so2,19,1,6,1,54.44
01/03/2020,VN,Ha Long,so2,24,7,9,8,5.14
29/02/2020,VN,Ha Long,so2,22,7,9,8,3.98
22/06/2020,VN,Ha Long,so2,48,19,31,20,205.09
23/06/2020,VN,Ha Long,so2,48,18,29,20,179.5
24/06/2020,VN,Ha Long,so2,37,19,28,20,162.42
25/06/2020,VN,Ha Long,so2,33,19,29,22,117.1
27/02/2020,VN,Ha Long,so2,32,1,8,7,38.94
28/02/2020,VN,Ha Long,so2,23,6,8,8,4.39
02/11/2020,VN,Ha Long,dew,8,18.3,24.1,22.3,37.91
06/11/2020,VN,Ha Long,dew,7,19.1,21.9,20.8,12.26
26/11/2020,VN,Ha Long,dew,8,20.4,23.1,20.9,9.06
27/03/2020,VN,Ha Long,dew,12,23.5,24.9,24,2.46
28/03/2020,VN,Ha Long,dew,16,21.2,24.3,23.4,11.57
02/10/2020,VN,Ha Long,dew,8,24.2,26.7,25.5,8.81
22/10/2020,VN,Ha Long,dew,16,15.1,19.2,16.4,16.57
08/01/2020,VN,Ha Long,dew,6,18.7,21.6,19.2,11.07
26/07/2020,VN,Ha Long,dew,8,26.3,28.4,26.9,5.4
02/09/2020,VN,Ha Long,dew,8,25.1,27.5,26.4,6.9
11/10/2020,VN,Ha Long,dew,8,16.6,22.7,18.6,44.2
14/05/2020,VN,Ha Long,dew,8,22.3,26.2,25,21.17
15/05/2020,VN,Ha Long,dew,8,25.2,26.7,25.9,2.68
08/11/2020,VN,Ha Long,dew,8,17.3,21.5,18.8,23.28
13/11/2020,VN,Ha Long,dew,8,13.5,17.7,15.9,18.96
16/12/2020,VN,Ha Long,dew,8,10.5,12.8,11.1,6.4
22/12/2020,VN,Ha Long,dew,8,9.1,13.5,10.9,21.46
18/03/2020,VN,Ha Long,dew,8,19.4,20.9,20,1.71
30/09/2020,VN,Ha Long,dew,8,25.8,27.6,26.3,4.94
12/10/2020,VN,Ha Long,dew,8,17.9,23.3,21,43.42
25/11/2020,VN,Ha Long,dew,8,19.1,22.7,20.9,13.28
06/03/2020,VN,Ha Long,dew,8,16.2,19.7,17.8,19.88
30/04/2020,VN,Ha Long,dew,8,19.9,23.4,22.4,13.82
31/05/2020,VN,Ha Long,dew,8,25.8,29.1,26.7,11.87
05/07/2020,VN,Ha Long,dew,8,26.2,27.4,26.7,1.71
22/09/2020,VN,Ha Long,dew,6,25.4,26.9,26.6,2.74
06/01/2020,VN,Ha Long,dew,6,19.2,21.6,19.5,10.99
16/05/2020,VN,Ha Long,dew,7,25.8,26.7,26,0.89
24/05/2020,VN,Ha Long,dew,8,25.4,28.7,26.5,11.78
11/06/2020,VN,Ha Long,dew,8,23.3,28.6,25.6,43.22
31/01/2020,VN,Ha Long,dew,8,9,14.5,11.1,55.94
05/01/2021,VN,Ha Long,dew,8,13.7,16.6,15,12.34
04/07/2020,VN,Ha Long,dew,8,26,27.5,26.6,2.23
30/07/2020,VN,Ha Long,dew,7,26.5,27.5,26.8,1.31
05/01/2020,VN,Ha Long,dew,8,18.3,20.6,18.8,5.46
01/02/2020,VN,Ha Long,dew,8,13.8,16.5,15.2,9.63
13/05/2020,VN,Ha Long,dew,8,23.1,27.6,24.5,27.01
04/06/2020,VN,Ha Long,dew,8,26.3,28.4,26.5,5.8
23/07/2020,VN,Ha Long,dew,8,25.8,26.9,26.1,1.23
08/08/2020,VN,Ha Long,dew,8,24.5,27.4,26,8
15/08/2020,VN,Ha Long,dew,8,24.9,26.6,25.4,2.68
26/09/2020,VN,Ha Long,dew,8,24.5,27.8,26.1,8.88
02/02/2020,VN,Ha Long,dew,7,16,19.5,17.5,20.76
06/04/2020,VN,Ha Long,dew,8,15.3,16.8,16.1,2.23
08/04/2020,VN,Ha Long,dew,8,17.3,19.4,18.2,6.34
12/05/2020,VN,Ha Long,dew,8,23.4,26.5,25,9.81
17/12/2020,VN,Ha Long,dew,8,10,12.4,11.2,8.2
09/02/2020,VN,Ha Long,dew,4,14.6,16.1,15.6,4.43
18/04/2020,VN,Ha Long,dew,7,21.9,25.2,23.7,17.15
20/11/2020,VN,Ha Long,dew,8,21.5,24.3,22.6,7.82
29/11/2020,VN,Ha Long,dew,8,13.1,16.5,15.7,14.82
22/06/2020,VN,Ha Long,dew,8,27.3,28.8,27.5,2.56
18/09/2020,VN,Ha Long,dew,7,21.2,27.8,23.3,55.96
12/11/2020,VN,Ha Long,dew,7,15,19.6,16.8,21.6
16/11/2020,VN,Ha Long,dew,8,18.6,21.5,20.9,12.91
22/01/2020,VN,Ha Long,dew,8,19.8,21.9,20.6,5.73
29/01/2020,VN,Ha Long,dew,8,9.3,20.9,10.1,148.94
06/05/2020,VN,Ha Long,dew,8,24.6,26.2,25.5,3.11
09/06/2020,VN,Ha Long,dew,7,25.6,28.4,26.5,9.06
02/12/2020,VN,Ha Long,dew,8,15.4,17.3,15.4,4.56
03/12/2020,VN,Ha Long,dew,8,13.3,17,15.5,15.97
24/12/2020,VN,Ha Long,dew,8,14.8,17.8,15.5,11.13
14/01/2020,VN,Ha Long,dew,8,17.9,20.6,20.1,12.34
30/06/2020,VN,Ha Long,dew,8,26.8,29.1,27.3,5.66
29/10/2020,VN,Ha Long,dew,8,19.9,21.7,20.5,3.54
05/11/2020,VN,Ha Long,dew,7,17.9,22.1,20,33.36
15/11/2020,VN,Ha Long,dew,8,16.8,18.5,18,4.11
14/04/2020,VN,Ha Long,dew,7,13.6,16,13.9,6.86
17/04/2020,VN,Ha Long,dew,7,21.9,23.3,22.3,2.41
08/07/2020,VN,Ha Long,dew,8,25.7,28.2,27.2,7.03
24/10/2020,VN,Ha Long,dew,16,14,19.7,16.7,32.73
19/11/2020,VN,Ha Long,dew,8,21,24,22.8,9.81
24/11/2020,VN,Ha Long,dew,8,19.8,21.8,20.8,5.69
19/01/2021,VN,Ha Long,dew,7,9.9,17.3,11.2,65.85
07/05/2020,VN,Ha Long,dew,8,25.3,27.4,25.9,4.19
22/05/2020,VN,Ha Long,dew,8,26.8,27.9,27,1.94
27/05/2020,VN,Ha Long,dew,7,22.1,24.5,23.7,8.16
19/08/2020,VN,Ha Long,dew,8,24.1,26,24.7,4.82
12/04/2020,VN,Ha Long,dew,6,14.7,21.7,16.3,78.11
13/07/2020,VN,Ha Long,dew,8,26.5,28.1,27.3,2.46
30/11/2020,VN,Ha Long,dew,8,12.2,16.2,14.3,20.58
07/01/2020,VN,Ha Long,dew,7,19.1,22,20.6,11.03
26/02/2020,VN,Ha Long,dew,7,18.2,19.6,18.9,2.65
20/01/2021,VN,Ha Long,dew,5,12,17,12.8,58.2
03/11/2020,VN,Ha Long,dew,8,17.9,19.6,18.4,4.2
09/01/2020,VN,Ha Long,dew,8,19.3,22.4,20.2,12.54
24/06/2020,VN,Ha Long,dew,32,24.5,28.2,26.9,11.8
02/07/2020,VN,Ha Long,dew,7,25.3,28.1,27.7,9.53
07/10/2020,VN,Ha Long,dew,8,19.4,23.8,21.9,22.97
17/08/2020,VN,Ha Long,dew,7,23.3,25.8,24.8,6.89
26/12/2020,VN,Ha Long,dew,8,15,18.8,16.4,25.94
12/01/2020,VN,Ha Long,dew,8,13.5,24,14.4,119.66
11/04/2020,VN,Ha Long,dew,8,21.2,24.7,22.4,16.56
10/06/2020,VN,Ha Long,dew,8,26.4,28.4,27.6,4.33
25/06/2020,VN,Ha Long,dew,24,26.8,28,27,1.55
01/03/2020,VN,Ha Long,dew,8,20.1,22,20.8,5.19
20/04/2020,VN,Ha Long,dew,7,23.1,27.7,24.3,24.32
07/09/2020,VN,Ha Long,dew,8,24.8,27.1,25.2,8.66
14/07/2020,VN,Ha Long,dew,8,27.2,28.9,27.3,4.4
27/10/2020,VN,Ha Long,dew,8,20.3,24.4,22.1,24.54
07/08/2020,VN,Ha Long,dew,7,25.5,27.1,26.2,2.36
26/03/2020,VN,Ha Long,dew,16,23.3,24,23.5,0.73
10/04/2020,VN,Ha Long,dew,8,19.1,23.7,21.7,26.8
29/06/2020,VN,Ha Long,dew,8,26.1,28.6,27.2,5.31
12/07/2020,VN,Ha Long,dew,8,26.9,28.8,27.7,3.6
05/12/2020,VN,Ha Long,dew,8,9.4,14,11.3,25.36
15/01/2021,VN,Ha Long,dew,8,13.2,15.4,14.2,7.21
21/01/2020,VN,Ha Long,dew,6,16.8,20,19.5,18.34
11/07/2020,VN,Ha Long,dew,6,26.5,28,27.5,3.07
18/07/2020,VN,Ha Long,dew,8,26.9,28.6,27.3,3.08
04/11/2020,VN,Ha Long,dew,8,17.5,18.8,18.1,2.01
13/09/2020,VN,Ha Long,dew,7,25.5,27.7,26.6,4.46
15/10/2020,VN,Ha Long,dew,8,22.3,23.9,22.7,2.48
19/12/2020,VN,Ha Long,dew,8,8.7,11.8,9.4,11.81
05/03/2020,VN,Ha Long,dew,6,14.8,16,15.7,1.74
20/03/2020,VN,Ha Long,dew,8,18.4,20.6,19.4,8.34
06/07/2020,VN,Ha Long,dew,7,26.6,28.1,27.2,2.79
15/07/2020,VN,Ha Long,dew,8,26.9,28.2,27.3,2.24
31/12/2020,VN,Ha Long,dew,8,5.9,11.6,7.6,30.83
31/03/2020,VN,Ha Long,dew,7,18.2,20.2,19.3,5.47
09/05/2020,VN,Ha Long,dew,8,23.1,27.5,25.5,29.46
27/08/2020,VN,Ha Long,dew,8,26.6,27.9,27.4,2.45
30/10/2020,VN,Ha Long,dew,8,19.6,21.3,20.3,2.54
26/01/2020,VN,Ha Long,dew,8,10.4,13.2,10.8,11.07
29/05/2020,VN,Ha Long,dew,8,24.1,27.2,26.2,15.59
09/11/2020,VN,Ha Long,dew,8,14.4,16.5,15.3,5.36
08/05/2020,VN,Ha Long,dew,7,25.5,26.9,26.1,1.98
11/05/2020,VN,Ha Long,dew,8,25.9,27,26.2,2.14
14/06/2020,VN,Ha Long,dew,8,23.8,27.6,26.5,21.04
14/08/2020,VN,Ha Long,dew,7,23.3,25.6,24.6,7.53
16/10/2020,VN,Ha Long,dew,8,18.4,22.9,21.8,23.89
21/12/2020,VN,Ha Long,dew,8,6,10.6,7.2,26.4
24/04/2020,VN,Ha Long,dew,8,15.4,18.2,16.1,7.89
20/05/2020,VN,Ha Long,dew,7,26.3,30.1,27.6,21.75
04/08/2020,VN,Ha Long,dew,8,24.8,26.1,25.5,1.51
12/08/2020,VN,Ha Long,dew,8,25.3,28.2,26.8,8.04
21/06/2020,VN,Ha Long,dew,7,26.7,29.2,27.6,5.51
10/07/2020,VN,Ha Long,dew,8,22.6,29.5,27,37.34
16/07/2020,VN,Ha Long,dew,7,26.4,28,26.9,2.61
24/07/2020,VN,Ha Long,dew,8,25.7,27.2,26.3,2.07
04/04/2020,VN,Ha Long,dew,8,18.4,21.1,20.6,7.89
23/04/2020,VN,Ha Long,dew,8,17.5,21.3,19.5,15.42
26/04/2020,VN,Ha Long,dew,8,16.6,18,17,2.57
21/05/2020,VN,Ha Long,dew,8,26.2,31.5,27.5,27.83
17/09/2020,VN,Ha Long,dew,8,25.8,27.9,26.5,5.36
12/01/2021,VN,Ha Long,dew,8,1.1,11.4,3.1,148.27
21/11/2020,VN,Ha Long,dew,8,22.5,24,23.1,2.69
18/01/2020,VN,Ha Long,dew,8,15.7,16.6,15.8,1.18
03/02/2020,VN,Ha Long,dew,8,17.4,19.8,18.1,8.91
26/05/2020,VN,Ha Long,dew,7,23,27.6,25.3,26.72
23/06/2020,VN,Ha Long,dew,13,27,29.3,27.4,5.51
13/06/2020,VN,Ha Long,dew,7,25.5,27.9,27.4,7.68
28/09/2020,VN,Ha Long,dew,8,25.1,26.5,25.3,2.43
17/10/2020,VN,Ha Long,dew,8,16.8,19,17.8,5.11
16/01/2021,VN,Ha Long,dew,8,14.1,16.4,14.8,6.31
19/03/2020,VN,Ha Long,dew,8,18.8,20.3,19.8,2.73
03/09/2020,VN,Ha Long,dew,7,25.3,27.1,26.4,5.8
27/11/2020,VN,Ha Long,dew,8,18.4,22.6,20.7,16.16
11/12/2020,VN,Ha Long,dew,8,15.9,19.5,17.9,17.85
01/11/2020,VN,Ha Long,dew,8,20.5,22.9,21.9,8.31
18/01/2021,VN,Ha Long,dew,8,8.3,16,10.1,59.88
22/03/2020,VN,Ha Long,dew,8,22.2,23.3,22.9,1.38
13/04/2020,VN,Ha Long,dew,8,12.7,15.9,13.2,11.56
27/07/2020,VN,Ha Long,dew,8,25.3,28.7,26.3,14.19
24/09/2020,VN,Ha Long,dew,8,20.4,26.5,25.4,63.34
05/02/2020,VN,Ha Long,dew,8,14.3,15.5,15,1.8
07/04/2020,VN,Ha Long,dew,8,16.1,19.2,16.8,10.53
03/06/2020,VN,Ha Long,dew,7,25.4,26.6,26.3,1.6
31/08/2020,VN,Ha Long,dew,8,26.4,26.8,26.6,0.36
04/05/2020,VN,Ha Long,dew,8,25,28.1,25.3,12.81
16/06/2020,VN,Ha Long,dew,8,25.9,26.6,26.2,0.63
27/06/2020,VN,Ha Long,dew,24,26.8,27.6,27.1,0.61
08/01/2021,VN,Ha Long,dew,7,6.3,9.9,7.4,21.66
17/03/2020,VN,Ha Long,dew,8,21.3,22.2,21.7,1.02
29/03/2020,VN,Ha Long,dew,8,21.2,24.9,23.3,17.6
05/04/2020,VN,Ha Long,dew,7,16.4,18.4,17,4.6
15/04/2020,VN,Ha Long,dew,8,15.9,20.2,19.1,26.59
18/08/2020,VN,Ha Long,dew,8,23.6,25.4,24.5,4.16
06/09/2020,VN,Ha Long,dew,8,24.4,28.6,27.2,16.54
10/09/2020,VN,Ha Long,dew,8,24.4,27.2,26,15.14
14/09/2020,VN,Ha Long,dew,7,23.7,27.5,26.3,15.63
16/01/2020,VN,Ha Long,dew,8,18.9,20.9,19.7,4.43
17/01/2020,VN,Ha Long,dew,8,16,18.4,16.6,6.29
25/01/2020,VN,Ha Long,dew,8,12.2,20.4,18.6,92.54
10/03/2020,VN,Ha Long,dew,8,18.4,22.3,18.8,24.19
26/10/2020,VN,Ha Long,dew,8,19.3,21.6,20.5,6.6
01/09/2020,VN,Ha Long,dew,7,23.4,26.7,26,12.68
28/10/2020,VN,Ha Long,dew,8,20.6,22.4,21.8,3.39
20/12/2020,VN,Ha Long,dew,8,7.3,9.7,8.1,5.8
29/12/2020,VN,Ha Long,dew,8,18.8,22.1,19.4,15.71
02/01/2020,VN,Ha Long,dew,2,19.3,20.1,19.3,3.2
08/03/2020,VN,Ha Long,dew,6,21.1,23.4,22.3,6.66
09/04/2020,VN,Ha Long,dew,8,18.1,20.8,19.2,9.09
18/06/2020,VN,Ha Long,dew,8,25.6,27,26.1,1.98
04/09/2020,VN,Ha Long,dew,8,26.6,27.4,27,0.71
08/09/2020,VN,Ha Long,dew,8,25.2,26.9,25.5,3.62
18/10/2020,VN,Ha Long,dew,8,16.6,18.9,18.2,6.94
15/12/2020,VN,Ha Long,dew,8,12.5,15.7,13.8,12.09
25/03/2020,VN,Ha Long,dew,16,22,24.5,23.4,6.03
27/04/2020,VN,Ha Long,dew,8,16,20.1,17.5,18.57
02/05/2020,VN,Ha Long,dew,7,22.3,25.9,24.4,16.1
17/07/2020,VN,Ha Long,dew,8,26.1,28.4,26.8,5.4
22/07/2020,VN,Ha Long,dew,8,25.6,27.2,26.3,2.1
09/09/2020,VN,Ha Long,dew,8,24.2,26.4,25.3,7.02
13/10/2020,VN,Ha Long,dew,8,19.6,21.6,21.1,4.31
04/02/2020,VN,Ha Long,dew,8,14.3,16.6,15.4,7.26
28/02/2020,VN,Ha Long,dew,8,19.2,21.9,20.2,10.22
01/05/2020,VN,Ha Long,dew,8,21.9,23.8,23.3,4.27
09/07/2020,VN,Ha Long,dew,7,23.9,28,26.9,18.39
08/06/2020,VN,Ha Long,dew,7,24.3,26.6,25.8,9.06
15/09/2020,VN,Ha Long,dew,8,24.9,27.4,26.2,6.88
01/10/2020,VN,Ha Long,dew,8,24.1,26.4,25.1,4.87
23/12/2020,VN,Ha Long,dew,8,12.5,16.2,14.8,24.24
11/03/2020,VN,Ha Long,dew,8,16.3,18.7,17.9,6.49
03/04/2020,VN,Ha Long,dew,8,21.4,23.4,22.1,4.7
01/06/2020,VN,Ha Long,dew,8,26.6,27.9,26.9,1.56
06/06/2020,VN,Ha Long,dew,8,24.7,28.8,26.6,13.34
14/10/2020,VN,Ha Long,dew,8,21,23.3,21.5,9.19
06/12/2020,VN,Ha Long,dew,8,10.9,15.9,14.1,35.06
25/05/2020,VN,Ha Long,dew,8,26.5,30,27.3,17.83
16/09/2020,VN,Ha Long,dew,8,26.4,28.1,26.5,3.99
20/01/2020,VN,Ha Long,dew,5,13.7,15,13.9,3.82
23/01/2020,VN,Ha Long,dew,8,19.9,21.5,20.8,3.17
24/01/2020,VN,Ha Long,dew,8,19.9,21.2,20.4,1.8
22/04/2020,VN,Ha Long,dew,7,20.8,24.5,23.4,24.28
23/10/2020,VN,Ha Long,dew,16,11.5,18.7,14.9,63.83
21/03/2020,VN,Ha Long,dew,7,20.7,24,22.5,13.16
01/04/2020,VN,Ha Long,dew,7,17.4,19.6,18.9,10.08
17/06/2020,VN,Ha Long,dew,7,25.5,27.3,26.3,4.6
21/08/2020,VN,Ha Long,dew,7,24,27,25.5,11.38
17/11/2020,VN,Ha Long,dew,8,20.8,23,21.5,7.91
30/01/2020,VN,Ha Long,dew,8,7,15.1,9.7,57.18
08/02/2020,VN,Ha Long,dew,8,16.1,18.7,17.8,8.47
28/06/2020,VN,Ha Long,dew,23,27,28.5,27.2,3.11
22/08/2020,VN,Ha Long,dew,7,24.8,27.2,25.9,9.79
16/08/2020,VN,Ha Long,dew,8,24.8,27,25.7,5.58
04/12/2020,VN,Ha Long,dew,8,10.9,15.6,11.4,30.97
10/12/2020,VN,Ha Long,dew,8,13.6,18.7,16,32.6
25/12/2020,VN,Ha Long,dew,8,14.7,16.9,15.6,4.19
15/01/2020,VN,Ha Long,dew,8,19.6,20.9,20,2.49
23/05/2020,VN,Ha Long,dew,8,24.2,27.7,26.7,12.5
15/06/2020,VN,Ha Long,dew,7,24.6,27.4,25.6,12.6
03/07/2020,VN,Ha Long,dew,8,26.1,28,27,3.42
03/01/2021,VN,Ha Long,dew,8,9.1,14.1,11.6,29.71
01/12/2020,VN,Ha Long,dew,8,14.1,16.4,14.6,6.17
14/12/2020,VN,Ha Long,dew,8,16.7,23.1,21.6,59.23
11/01/2021,VN,Ha Long,dew,8,0.1,7,2.4,81.4
07/03/2020,VN,Ha Long,dew,8,18.3,21.4,20,15.28
12/06/2020,VN,Ha Long,dew,8,24.8,28.3,27.4,12.62
05/08/2020,VN,Ha Long,dew,8,24.6,26.1,25.8,3.41
20/10/2020,VN,Ha Long,dew,11,17.3,19.7,18.7,10.13
19/10/2020,VN,Ha Long,dew,8,16.4,21.4,17.2,25.85
14/03/2020,VN,Ha Long,dew,8,19,22.2,20.3,13.24
23/03/2020,VN,Ha Long,dew,8,21.4,23.9,22.4,9.85
19/06/2020,VN,Ha Long,dew,8,25.6,27.3,26.4,2.63
20/06/2020,VN,Ha Long,dew,8,26.8,28.2,27.2,3.1
17/01/2021,VN,Ha Long,dew,8,10.5,15.7,11.3,48.84
10/01/2020,VN,Ha Long,dew,8,20.1,22.4,20.7,5.99
13/01/2020,VN,Ha Long,dew,8,14.6,17.6,15.7,16.84
25/09/2020,VN,Ha Long,dew,8,24.7,26.1,25.6,3.37
31/10/2020,VN,Ha Long,dew,8,20,22.6,21.4,10.41
05/09/2020,VN,Ha Long,dew,7,26.1,27.4,26.7,1.66
09/10/2020,VN,Ha Long,dew,8,17.7,22.5,19.4,25.45
21/10/2020,VN,Ha Long,dew,16,16.2,19.5,17.7,12.99
07/11/2020,VN,Ha Long,dew,8,18.5,23.1,19.7,24.2
02/06/2020,VN,Ha Long,dew,6,22.6,27.1,26.8,30.46
07/07/2020,VN,Ha Long,dew,8,26.7,28.9,27.2,6.23
21/07/2020,VN,Ha Long,dew,8,26.1,27.2,26.4,1.58
20/08/2020,VN,Ha Long,dew,6,24.9,26.7,25.4,3.67
18/11/2020,VN,Ha Long,dew,8,22.6,24.4,22.8,4.31
